application_id,age,annual_income,loan_amount,credit_history_length,previous_defaults,employment_type,credit_score,risk_label
4b061940-c59c-4506-a500-fccb46f09ebb,38,86676,11538,5,3,Salaried,420,High
8ec6558f-5884-45e7-8c58-7efb71be882a,46,28001,26737,7,2,Self-Employed,372,High
bbb5b04c-c607-491a-94fa-b25b6f249caa,57,34193,8974,5,1,Unemployed,410,High
bc3db6d4-56e8-4714-a40b-f234bca2af77,63,56628,3842,7,2,Self-Employed,384,High
130bbf8c-8152-4baf-9d01-e10d5b290f35,48,68229,3679,19,1,Salaried,366,High
57aa5f44-ef80-4da9-ae76-5fd984dec040,57,41194,8440,13,2,Salaried,328,High
b0d0630a-9755-41f4-b5f0-086e4b647ce9,59,61415,5476,16,0,Salaried,389,High
ea442423-a9ef-44c4-b2fc-83d698d8f63d,52,78390,6651,13,0,Unemployed,501,High
739f7cb3-7f8d-48a5-a084-d95f4e3e95a8,56,97382,17791,1,3,Unemployed,309,High
2a513133-b6f5-4a70-bc39-ed534dfc3e41,58,36070,12591,5,1,Self-Employed,438,High
de805b8f-a923-4fa8-80d3-06b4dc240fe8,35,56197,15013,5,2,Unemployed,324,High
610b76d5-023a-48c6-b30e-284d891e84b7,30,51146,28331,20,2,Unemployed,315,High
4797ff9f-728b-49c0-8c5d-8fe12e7b0f34,50,81317,27077,20,1,Unemployed,345,High
49e7bbca-c6cc-44fe-8091-100734e700c0,65,114096,6874,4,2,Unemployed,311,High
aeda705e-bb4c-4544-9b7d-115dc18cea89,52,67031,7594,15,0,Salaried,452,High
11b7e7ef-3fc6-4dec-92fa-cb1a58b72dc5,30,85708,10653,11,2,Self-Employed,497,High
e715924d-2133-4147-ad45-0446f3b9f35c,56,54816,11913,10,1,Salaried,330,High
94e02949-077b-4b1a-a57f-1cdfd1d5d3c2,32,63117,4552,1,3,Salaried,449,High
91f563da-6bf3-46b2-8916-da952e46950a,23,91068,15971,7,0,Salaried,476,High
a4a2a9c5-2bb3-474c-bef4-33542772fdfa,62,84240,14865,9,2,Salaried,545,High
613404e7-6b2e-4735-83af-1aeaec5ee8c3,45,88390,24393,17,0,Unemployed,454,High
0d0ff92e-85cb-408a-965c-e097558dd2c6,35,50067,23316,1,2,Self-Employed,461,High
28255b88-c83f-467c-8902-c6d3cf36bd59,27,57969,5748,9,0,Self-Employed,337,High
434d5546-3e29-4d7d-ace3-846929225273,23,51503,28560,17,1,Unemployed,313,High
bed7e72e-2354-4e41-afda-25de8bb6826a,35,114285,18421,16,0,Unemployed,528,High
5c57bb3b-6745-4594-8068-c11e6b878158,30,101996,3259,8,1,Unemployed,466,High
f3c38e19-7f9e-4467-95c9-942e174a05b4,44,67076,23400,16,2,Salaried,509,High
7b8cf344-16bd-4ec8-bcc6-a330d09eb41a,26,109296,18728,5,0,Salaried,441,High
7e159e74-64c7-480d-8cfd-5c854fdc94b2,49,34317,5839,9,2,Self-Employed,447,High
56ba1019-9a3a-45ae-818f-d9a0187e80e5,33,112767,18730,16,1,Unemployed,424,High
54ac445b-256a-49ec-a7a5-0f6ed878f95c,21,44772,15586,13,1,Salaried,441,High
c651c6c5-8ac0-48f6-9de3-64e546fe919f,44,119388,5401,17,2,Unemployed,451,High
2da9e7c3-1e55-405e-9401-d98dd2a2fdb7,34,71031,14088,12,2,Unemployed,511,High
9070c24d-092e-4725-938f-c43d55b02e42,22,69275,15479,12,1,Self-Employed,469,High
8c240219-d327-4d63-9b68-56b5314c3044,24,41794,25264,1,3,Salaried,518,High
3842a000-c7c7-48ff-8745-cfcac46960a1,40,85968,21421,15,0,Salaried,498,High
4b73a6c9-79d1-46ec-9380-d22aaa3ff5d2,36,64974,13791,8,2,Unemployed,302,High
34b9adef-65ea-48f1-a6f0-f588be20e1f9,34,38780,22753,10,2,Self-Employed,365,High
5f9caa2a-5a4e-47bc-b9fd-1b7b48693073,39,70308,18628,17,3,Unemployed,415,High
7f05a2e7-4fe4-469b-8802-007ccb261f8f,33,95143,6300,7,1,Salaried,431,High
6465820d-d44c-4785-8b0d-69869fed4be7,32,32615,3871,18,3,Unemployed,365,High
851bda48-7e2d-448d-9000-8260bf329f45,45,113970,6941,18,1,Self-Employed,541,High
40e4f3a4-f281-44f1-855c-6ec350b2b2ca,48,93884,5637,2,1,Unemployed,432,High
5dfa8e61-2282-4d31-a638-e8c1214a0b1b,42,117287,17024,8,0,Salaried,306,High
b65794a9-65c8-45fd-a064-c5b460db9ced,65,47162,20739,12,3,Self-Employed,330,High
b5be31c8-26b5-42ab-a11a-6a45514e5ad0,58,109012,21036,11,1,Salaried,452,High
